StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q6,Q7,Q8,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q14,Q16,Q17,Q18,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,Q21_1,Q22_1,Q23_1,Q24_First Click,Q24_Last Click,Q24_Page Submit,Q24_Click Count,Q26_1,Q27_1,Q28_1,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q31_1,Q32_1,Q33_1,Q34_1,Q35_1,Q36_1,Q37_1,Q38_1,Q39_1,Q40,Q41,Q42,Q43,Q44_First Click,Q44_Last Click,Q44_Page Submit,Q44_Click Count,Q46_1,Q47_1,Q48_1,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,Q50,Q50_3_TEXT,Q51,Q52,Q53_First Click,Q53_Last Click,Q53_Page Submit,Q53_Click Count,Q55,Q56,Q57,Q58,Q59,Q63_First Click,Q63_Last Click,Q63_Page Submit,Q63_Click Count,Random ID,ID
2024-01-31 11:27:50,2024-01-31 11:38:22,IP Address,100,632,True,2024-01-31 11:38:23,R_62l3cgw8NtVchDR,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,None of the above.,None of the above.,"I am an exchange student, but I study business in my home university.",3 or more,5.264,5.264,6.133,1,Mostly agree,Mostly agree,Mostly agree,3.932,3.932,4.656,1,Totally agree,Slightly disagree,Mostly agree,8.331,8.331,8.991,1,Slightly disagree,Neutral,Neutral,Neutral,Mostly disagree,Neutral,Mostly agree,Mostly agree,Slightly disagree,About once each week.,I have never used Generative AI for this type of purpose.,I use Generative AI quite often for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,8.568,8.568,10.501,1,5,6,5,5.772,6.466,7.048,2,Female,,21,China,,,,,L,C,22,B,J,12.567,12.567,72.139,1,69092,
2024-01-31 11:27:11,2024-01-31 11:38:28,IP Address,100,676,True,2024-01-31 11:38:28,R_6hEymriBSjggaWJ,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,None of the above.,At least one of my parents has experience as business owner.,A programme at the Business School.,3 or more,11.188,11.188,14.578,1,Neutral,Slightly agree,Slightly agree,7.132,7.132,7.98,1,Mostly agree,Neutral,Mostly agree,6.186,6.186,7.213,1,Slightly agree,Slightly agree,Mostly agree,Mostly agree,Neutral,Neutral,Neutral,Slightly agree,Slightly agree,Several times each week.,I have used Generative AI occasionally for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,5.79,5.79,7.084,1,4,5,4,5.041,5.041,6.121,1,Female,,20,United Kingdom of Great Britain and Northern Ireland,,,,,W,X,20,X,J,29.101,29.101,65.519,1,93416,
2024-01-31 11:27:48,2024-01-31 11:38:34,IP Address,100,645,True,2024-01-31 11:38:35,R_6LMcPiX1XRROyVm,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,I have experience as a self-employed person.,At least one of my parents has experience as business owner.,A programme at the Business School.,1,5.17,5.17,7.638,1,Mostly agree,Mostly agree,Slightly agree,4.034,4.034,5.462,1,Slightly disagree,Mostly disagree,Slightly disagree,5.259,5.259,7.599,1,Mostly agree,Mostly disagree,Mostly disagree,Slightly agree,Mostly disagree,Slightly agree,Neutral,Mostly agree,Slightly agree,About once each week.,I have never used Generative AI for this type of purpose.,I have never used Generative AI for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,14.094,14.094,20.156,1,5,6,5,4.16,4.16,5.367,1,Male,,34,United Kingdom of Great Britain and Northern Ireland,,,,,C,W,27,H,D,7.546,7.546,38.326,1,49489,
2024-01-31 11:28:38,2024-01-31 11:38:36,IP Address,100,597,True,2024-01-31 11:38:37,R_4I6LctyYm0BBhXH,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,I do not want to be contacted.,0,0,3.554,0,I have experience as a self-employed person.,At least one of my parents has experience as entrepreneur.,"Language and Business (for example, French and Business, German and Business).",2,9.211,9.211,16.718,1,Mostly agree,Mostly agree,Mostly agree,2.61,2.61,3.689,1,Slightly agree,Slightly disagree,Neutral,2.997,2.997,4.376,1,Mostly agree,Neutral,Slightly agree,Mostly agree,Mostly agree,Slightly agree,Neutral,Mostly agree,Slightly disagree,Several times each week.,I have never used Generative AI for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,3.059,3.059,3.988,1,6,7,7,2.496,2.496,2.986,1,Female,,22,United Kingdom of Great Britain and Northern Ireland,,,,,N,H,03,J,M,3.497,9.646,94.87,2,60732,
2024-01-31 11:29:54,2024-01-31 11:38:40,IP Address,100,526,True,2024-01-31 11:38:41,R_8CkT2ASwNqiH4aB,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,I have experience as a self-employed person.,At least one of my parents has experience as business owner.,A programme at the Business School.,2,12.847,41.843,43.796,2,Mostly agree,Mostly agree,Slightly agree,0.981,5.529,6.474,3,Slightly disagree,Mostly disagree,Mostly disagree,6.618,12.176,12.7,5,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Mostly disagree,Slightly agree,Neutral,Neutral,Neutral,Several times each week.,I have never used Generative AI for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,4.716,4.716,12.325,1,5,6,3,4.133,5.563,6.334,2,Female,,23,China,,,,,Y,C,08,L,M,10.992,10.992,33.809,1,26308,
2024-01-31 11:27:08,2024-01-31 11:38:42,IP Address,100,694,True,2024-01-31 11:38:43,R_6AEw03tEc30Csrn,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",Do not use my anonymised activity in the study.,,0,0,4.612,0,I have experience as a self-employed person.,None of the above.,A programme at the Business School.,0,6.928,11.095,12.183,4,Mostly agree,Totally agree,Mostly agree,4.764,4.764,5.672,1,Slightly agree,Neutral,Slightly agree,7.81,7.81,8.647,1,Slightly agree,Slightly disagree,Slightly disagree,Mostly agree,Neutral,Slightly agree,Neutral,Neutral,Slightly disagree,Twice or three times a month.,I have never used Generative AI for this type of purpose.,I use Generative AI quite often for this type of purpose.,I use Generative AI quite often for this type of purpose.,5.383,5.383,6.902,1,6,5,7,3.829,3.829,4.984,1,Male,,22,United Kingdom of Great Britain and Northern Ireland,,,,,D,E,27,M,D,8.716,8.716,34.57,1,57274,
2024-01-31 11:32:17,2024-01-31 11:38:49,IP Address,100,391,True,2024-01-31 11:38:50,R_6lXPYPVK7u8zI6L,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,None of the above.,At least one of my parents has experience as entrepreneur.,A programme at the Business School.,3 or more,16.998,16.998,17.655,1,Slightly disagree,Slightly disagree,Slightly agree,5.619,5.619,8.123,1,Mostly disagree,Mostly disagree,Mostly disagree,2.898,2.898,3.525,1,Mostly agree,Slightly agree,Slightly agree,Mostly agree,Slightly disagree,Slightly agree,Mostly agree,Mostly agree,Mostly disagree,Several times each week.,I have never used Generative AI for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,I use Generative AI quite often for this type of purpose.,3.03,3.03,3.845,1,3,4,5,3.692,3.692,4.199,1,Female,,22,China,,,,,B,W,12,L,J,7.884,7.884,30.341,1,79757,
2024-01-31 11:29:36,2024-01-31 11:38:52,IP Address,100,555,True,2024-01-31 11:38:52,R_33gy9xS8GGvBnCY,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,I do not want to be contacted.,0,0,5.465,0,None of the above.,At least one of my parents has experience as entrepreneur.,A programme at the Business School.,1,7.822,33.71,35.038,4,Slightly disagree,Neutral,Slightly agree,4.876,8.865,9.573,3,Slightly disagree,Mostly disagree,Slightly disagree,5.464,5.464,6.463,1,Slightly agree,Slightly agree,Slightly agree,Mostly agree,Mostly agree,Slightly agree,Slightly agree,Slightly agree,Totally agree,Several times each week.,I have used Generative AI occasionally for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,3.664,3.664,4.695,1,4,5,4,4.339,4.339,5.082,1,Female,,21,China,,,,,C,X,28,Y,J,5.223,5.223,65.136,1,30022,
2024-01-31 11:29:43,2024-01-31 11:38:51,IP Address,100,548,True,2024-01-31 11:38:53,R_4i3tgmyXZawGjaS,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,I have experience as an entrepreneur.,At least one of my parents has experience as entrepreneur.,A programme at the Business School.,2,3.999,6.668,9.445,2,Mostly agree,Mostly agree,Mostly agree,5.195,5.195,6.581,1,Slightly agree,Neutral,Mostly agree,5.223,7.09,8.296,2,Mostly agree,Mostly agree,Mostly agree,Totally agree,Totally disagree,Slightly agree,Slightly agree,Mostly agree,Totally agree,Several times each week.,I have never used Generative AI for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,7.68,7.68,8.902,1,7,7,6,6.044,6.044,7.328,1,Male,,22,China,,,,,B,B,18,Y,A,24.229,24.229,61.427,1,60534,
2024-01-31 11:29:07,2024-01-31 11:38:53,IP Address,100,586,True,2024-01-31 11:38:54,R_7fpWx0bBtx90ecO,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,I do not want to be contacted.,0,0,11.591,0,I have experience as a business owner.,At least one of my parents has experience as business owner.,Law and Business / Psychology and Business / Economics and Management.,1,3.523,3.523,8.729,1,Mostly agree,Mostly agree,Mostly agree,2.432,2.432,3.236,1,Totally agree,Totally agree,Mostly agree,14.66,15.966,17.589,2,Slightly disagree,Slightly disagree,Slightly disagree,Mostly agree,Slightly disagree,Slightly agree,Slightly disagree,Mostly agree,Mostly agree,Several times each week.,I have never used Generative AI for this type of purpose.,I use Generative AI quite often for this type of purpose.,I use Generative AI quite often for this type of purpose.,3.948,3.948,5.128,1,7,6,5,3.369,3.369,4.114,1,Male,,22,United Kingdom of Great Britain and Northern Ireland,,,,,W,J,28,N,O,7.103,7.103,29.508,1,46772,
2024-01-31 11:29:38,2024-01-31 11:38:55,IP Address,100,556,True,2024-01-31 11:38:55,R_39ae4i4F6rA57Ut,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,I have experience as a business owner.,At least one of my parents has experience as business owner.,Law and Business / Psychology and Business / Economics and Management.,0,8.758,8.758,10.237,1,Slightly agree,Mostly agree,Neutral,9.899,9.899,10.788,1,Neutral,Slightly disagree,Mostly agree,4.099,4.099,4.813,1,Slightly disagree,Mostly agree,Totally agree,Totally agree,Slightly agree,Slightly agree,Totally agree,Mostly agree,Mostly agree,Once or more each day.,I have used Generative AI occasionally for this type of purpose.,I use Generative AI quite often for this type of purpose.,I use Generative AI quite often for this type of purpose.,6.21,6.21,7.189,1,6,7,7,4.378,4.378,5.021,1,Female,,21,Spain,,,,,S,M,07,S,M,10.314,10.314,69.453,1,88576,
2024-01-31 11:29:31,2024-01-31 11:38:55,IP Address,100,563,True,2024-01-31 11:38:56,R_477nhV09oFgArHh,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,None of the above.,At least one of my parents has experience as a self-employed person.,A programme at the Business School.,0,9.144,9.144,12.944,1,Mostly agree,Totally agree,Mostly agree,4.112,4.112,6.444,1,Slightly agree,Neutral,Slightly agree,3.369,3.369,5.142,1,Slightly disagree,Mostly disagree,Mostly disagree,Mostly agree,Mostly disagree,Slightly agree,Slightly agree,Slightly disagree,Mostly agree,About once each week.,I have never used Generative AI for this type of purpose.,I use Generative AI quite often for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,5.053,5.053,6.228,1,6,6,5,7.988,7.988,12.153,1,Female,,23,United Kingdom of Great Britain and Northern Ireland,,,,,C,H,12,H,S,4.33,4.33,29.396,1,85976,
2024-01-31 11:27:13,2024-01-31 11:38:56,IP Address,100,703,True,2024-01-31 11:38:57,R_6g1Sri65UN43QIT,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,I have experience as a self-employed person.,At least one of my parents has experience as entrepreneur.,A programme at the Business School.,2,1.985,41.67,46.341,4,Neutral,Neutral,Slightly agree,9.551,9.551,10.35,1,Totally disagree,Totally disagree,Totally disagree,3.092,3.092,3.806,1,Slightly agree,Slightly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Slightly agree,Several times each week.,I have never used Generative AI for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,I use Generative AI quite often for this type of purpose.,3.285,3.285,4.47,1,6,7,6,5.376,5.376,6.116,1,Female,,20,China,,,,,Y,H,06,H,A,1.842,1.842,3.405,1,46759,
2024-01-31 11:29:37,2024-01-31 11:38:58,IP Address,100,560,True,2024-01-31 11:38:59,R_4dIPxYBvGQksXnz,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,I do not want to be contacted.,0,0,12.935,0,I have experience as a self-employed person.,At least one of my parents has experience as a self-employed person.,A programme at the Business School.,0,6.986,6.986,8.375,1,Slightly disagree,Neutral,Neutral,4.16,5.138,5.99,2,Slightly disagree,Slightly disagree,Slightly disagree,5.182,5.182,6.094,1,Mostly agree,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Mostly disagree,Neutral,Slightly disagree,About once each week.,I have never used Generative AI for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,5.66,6.731,8.846,2,4,4,4,3.333,3.333,4.031,1,Female,,22,United Kingdom of Great Britain and Northern Ireland,,,,,J,L,24,J,N,17.14,17.14,54.183,1,50499,
2024-01-31 11:30:03,2024-01-31 11:39:07,IP Address,100,544,True,2024-01-31 11:39:08,R_3dygi4phwzrkRA8,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,I do not want to be contacted.,0,0,15.743,0,None of the above.,At least one of my parents has experience as entrepreneur.,Mathematics and Business.,1,9.69,9.69,11.441,1,Mostly agree,Neutral,Slightly agree,3.893,3.893,4.891,1,Neutral,Neutral,Slightly agree,3.1,3.1,4.157,1,Mostly agree,Mostly agree,Totally agree,Totally agree,Totally disagree,Slightly agree,Neutral,Mostly agree,Slightly agree,Once or more each day.,I have never used Generative AI for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,I use Generative AI quite often for this type of purpose.,3.496,3.496,4.985,1,5,7,4,3.814,4.862,5.849,2,Female,,20,China,,,,,J,C,18,Y,S,0,0,8.212,0,40418,
2024-01-31 11:27:35,2024-01-31 11:39:11,IP Address,100,696,True,2024-01-31 11:39:12,R_6Gff0tt4XxqgiqJ,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,None of the above.,At least one of my parents has experience as business owner.,A programme at the Business School.,2,15.985,15.985,23.193,1,Mostly agree,Slightly agree,Neutral,5.019,6.774,11.19,2,Neutral,Slightly disagree,Totally agree,2.592,3.244,5.428,2,Neutral,Slightly agree,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Neutral,Twice or three times a month.,I have never used Generative AI for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,I use Generative AI quite often for this type of purpose.,4.664,6.866,8.42,2,4,6,6,3.513,5.446,6.261,3,Female,,20,China,,,,,Z,J,28,J,D,2.77,2.77,90.969,1,49499,
2024-01-31 11:29:37,2024-01-31 11:39:12,IP Address,100,575,True,2024-01-31 11:39:13,R_4lbVlMRqrSg8QNj,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,I do not want to be contacted.,0,0,12.992,0,I have experience as a business owner.,At least one of my parents has experience as business owner.,A programme at the Business School.,0,5.627,5.627,10.857,1,Slightly agree,Mostly agree,Neutral,5.605,5.605,6.385,1,Slightly agree,Neutral,Neutral,3.104,3.104,4.807,1,Slightly agree,Mostly disagree,Slightly disagree,Neutral,Mostly agree,Neutral,Slightly disagree,Slightly agree,Mostly disagree,About once each week.,I have used Generative AI occasionally for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,I have never used Generative AI for this type of purpose.,5.074,5.074,6.133,1,5,5,5,2.848,2.848,3.644,1,Female,,22,United Kingdom of Great Britain and Northern Ireland,,,,,L,L,21,B,O,2.364,2.364,96.968,1,80441,
2024-01-31 11:27:00,2024-01-31 11:39:15,IP Address,100,734,True,2024-01-31 11:39:15,R_71aCVLghDj2w9L4,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,I have experience as a self-employed person.,At least one of my parents has experience as business owner.,"I am an exchange student, but I study business in my home university.",0,9.469,9.469,11.454,1,Slightly agree,Mostly agree,Neutral,4.156,5.679,6.474,2,Slightly disagree,Mostly disagree,Slightly disagree,2.542,2.542,3.649,1,Neutral,Slightly disagree,Slightly disagree,Neutral,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neutral,"I have heard of, but never used any form of Generative AI.",I have never used Generative AI for this type of purpose.,I have never used Generative AI for this type of purpose.,I have never used Generative AI for this type of purpose.,4.342,4.342,5.999,1,5,5,4,3.711,3.711,4.588,1,Female,,20,United States of America,,,,,R,C,16,P,F,17.499,17.499,61.084,1,61766,
2024-01-31 11:29:00,2024-01-31 11:39:16,IP Address,100,616,True,2024-01-31 11:39:17,R_28TfDNnC5E6RuJH,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,None of the above.,At least one of my parents has experience as entrepreneur.,A programme at the Business School.,1,25.65,25.65,31.857,1,Mostly agree,Mostly agree,Slightly agree,5.085,5.085,5.556,1,Totally agree,Totally agree,Mostly agree,2.296,2.296,4.167,1,Slightly agree,Neutral,Totally agree,Totally agree,Mostly disagree,Slightly agree,Neutral,Neutral,Slightly disagree,Several times each week.,I have used Generative AI occasionally for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,5.138,5.627,7.153,2,3,7,4,2.602,4.004,5.657,2,Female,,19,China,,,,,J,S,03,H,J,6.54,17.888,59.481,2,97909,
2024-01-31 11:28:58,2024-01-31 11:39:17,IP Address,100,618,True,2024-01-31 11:39:17,R_4j0E1FmWt1aFyVe,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,I have experience as a self-employed person.,At least one of my parents has experience as business owner.,"I am an exchange student, and I do not study business in my home university.",3 or more,8.056,8.056,8.57,1,Slightly agree,Mostly agree,Neutral,6.278,6.278,7.013,1,Slightly disagree,Mostly disagree,Neutral,3.402,3.402,3.881,1,Slightly agree,Slightly agree,Totally agree,Totally agree,Mostly disagree,Slightly disagree,Mostly disagree,Mostly agree,Totally disagree,Several times each week.,I have never used Generative AI for this type of purpose.,I have never used Generative AI for this type of purpose.,I use Generative AI quite often for this type of purpose.,5.435,5.435,6.099,1,6,7,7,3.945,4.862,5.356,2,Female,,23,Chile,,,,,F,S,08,M,M,0,0,92.321,0,28315,
2024-01-31 11:27:00,2024-01-31 11:39:22,IP Address,100,741,True,2024-01-31 11:39:23,R_7QJwts7hWODLr8z,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,I do not want to be contacted.,11.224,15.157,20.878,4,I have experience as a self-employed person.,At least one of my parents has experience as entrepreneur.,A programme at the Business School.,1,6.585,6.585,8.09,1,Neutral,Slightly agree,Mostly agree,4.299,4.299,5.138,1,Mostly agree,Neutral,Totally agree,3.881,6.564,7.184,2,Neutral,Slightly agree,Mostly agree,Slightly agree,Slightly agree,Mostly agree,Mostly agree,Mostly agree,Neutral,About once each week.,I have never used Generative AI for this type of purpose.,I have never used Generative AI for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,20.393,20.393,22.946,1,5,5,5,4.623,4.623,5.343,1,Male,,23,South Korea,,,,,W,S,04,M,J,57.828,57.828,68.783,1,11276,
2024-01-31 11:28:12,2024-01-31 11:39:25,IP Address,100,672,True,2024-01-31 11:39:25,R_8RDmg34OQ94z161,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,None of the above.,At least one of my parents has experience as a self-employed person.,A programme at the Business School.,0,32.626,32.626,33.782,1,Slightly agree,Mostly agree,Neutral,4.077,7.355,8.799,2,Slightly agree,Neutral,Neutral,4.445,6.676,7.802,2,Mostly agree,Totally agree,Totally agree,Mostly agree,Slightly disagree,Mostly agree,Mostly agree,Totally agree,Mostly disagree,About once a month.,I have never used Generative AI for this type of purpose.,I have never used Generative AI for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,6.266,6.266,7.611,1,5,5,5,7.513,7.513,8.591,1,Female,,20,United Kingdom of Great Britain and Northern Ireland,,,,,B,L,14,J,A,6.909,6.909,67.738,1,78682,
2024-01-31 11:29:43,2024-01-31 11:39:26,IP Address,100,583,True,2024-01-31 11:39:27,R_4lsLnh9bR44D0tP,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,None of the above.,At least one of my parents has experience as business owner.,A programme at the Business School.,0,12.003,12.003,18.307,1,Mostly agree,Mostly agree,Mostly agree,5.878,5.878,6.911,1,Mostly disagree,Totally disagree,Totally disagree,3.45,3.45,5.122,1,Slightly agree,Slightly agree,Slightly disagree,Mostly agree,Slightly disagree,Slightly agree,Slightly disagree,Mostly agree,Mostly disagree,Less than once a month.,I have used Generative AI occasionally for this type of purpose.,I have never used Generative AI for this type of purpose.,I have never used Generative AI for this type of purpose.,6.328,6.328,7.935,1,6,5,5,4.134,4.134,5.355,1,Female,,22,South Africa,,,,,L,K,17,T,O,2.153,2.153,59.633,1,99758,
2024-01-31 11:28:39,2024-01-31 11:39:27,IP Address,100,647,True,2024-01-31 11:39:28,R_4wt04xVycN8AIz7,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,None of the above.,At least one of my parents has experience as a self-employed person.,"I am an exchange student, and I do not study business in my home university.",2,5.665,10.588,12.139,2,Slightly agree,Totally agree,Totally agree,2.675,2.675,3.454,1,Slightly agree,Mostly agree,Slightly agree,2.699,2.699,3.488,1,Mostly agree,Mostly disagree,Totally agree,Totally agree,Mostly disagree,Slightly disagree,Slightly disagree,Mostly agree,Slightly disagree,Several times each week.,I have never used Generative AI for this type of purpose.,I use Generative AI quite often for this type of purpose.,I use Generative AI quite often for this type of purpose.,6.381,6.381,7.158,1,6,6,7,4.395,4.395,5.176,1,Female,,24,Sweden,,,,,S,P,20,U,A,6.49,13.651,62.874,2,27080,
